,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,ArtistFamiliarity,Hotness,end_of_fade_in,Loudness,start_of_fade_out
27,0hAMkY2kwdXPPDfQ1e3BmJ,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Dancing Shoes,63,141133,False,0.522,0.889,1,-4.137,1,0.0461,0.00328,0.0,0.345,0.852,144.499,garage,0.816596710223,0.553661233298,0.073,-4.526,138.797
28,4jU7NPkz4HVnM4hweqNhI1,The White Stripes,Get Behind Me Satan,Blue Orchid,66,157560,False,0.481,0.645,10,-8.535,0,0.318,0.0863,6.2e-06,0.332,0.612,151.307,garage,0.878811343493,0.653897217428,6.513,-9.385,156.479
29,08l9WKDuRyGeStQ9ojTlFh,The Strokes,Room On Fire,Meet Me in the Bathroom,53,176160,False,0.427,0.941,7,-3.973,1,0.0336,6.7e-05,0.89,0.0772,0.587,139.956,garage,0.807043479859,0.591744738546,0.129,-3.994,166.76
30,5KWAPzQjXdavsii32pBUmp,The Berzerker,Dissimulate,Compromise,11,163813,False,0.303,0.971,6,-4.53,0,0.212,5.46e-06,0.563,0.336,0.0635,113.75,grindcore,0.668370611552,0.457553909836,0.0,-4.563,163.813
31,0Pie5DFAHHxpkONFUsAI6s,Nirvana,Incesticide,Aneurysm,66,275600,False,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,grunge,0.825805386192,0.661382924338,0.0,-4.734,263.059
32,0EY1Z9UmZnYZyM7zHs6C0j,Nirvana,Bleach,School,60,162115,False,0.21,0.943,4,-7.656,1,0.0785,1.15e-05,0.493,0.0739,0.13,164.844,grunge,0.825805386192,0.661382924338,0.0,-5.864,156.259
33,3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,The Better Life,Be Like That,62,265906,False,0.487,0.702,7,-6.043,1,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,grunge,0.840432466617,0.642982219877,0.0,-5.206,278.648
34,7hObovvcbBpXgZHQ9if4WU,Pearl Jam,Yield,Wishlist,58,206586,False,0.623,0.342,0,-8.694,1,0.038,0.0134,0.00412,0.106,0.101,115.032,grunge,0.814448110417,0.607971809563,0.0,-9.407,235.258
35,66w5OYw2ja8lnmaA3Ns0PU,Nirvana,In Utero - 20th Anniversary Remaster,Heart-Shaped Box,58,281160,False,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,grunge,0.825805386192,0.661382924338,0.0,-6.89,273.386
36,0xHch89AN9RlN8Nm4kJzs3,Nirvana,MTV Unplugged In New York,Polly,58,196466,False,0.618,0.392,11,-11.941,1,0.0388,0.683,7.09e-05,0.905,0.437,115.075,grunge,0.825805386192,0.661382924338,3.396,-14.338,162.911
37,3MM6LUmNqXnGz6V5gZlap2,João Gilberto,João Voz E Violão,Segredo,23,195466,False,0.686,0.0317,4,-23.894,1,0.0703,0.917,0.169,0.11,0.398,128.7,guitar,0.645192338747,0.471224329919,0.276,-29.75,187.582
38,1OEoNpiyqBghuEUaT6Je6U,Guns N' Roses,Appetite For Destruction (Super Deluxe Edition),Patience,72,354880,True,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,hard-rock,0.844085061395,0.71366981958,0.0,-5.454,402.364
39,74irxdVWstNlEQjsvArITq,Aerosmith,Get A Grip,Crazy,75,316693,False,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,hard-rock,0.87253659867,0.610731462904,0.0,-4.277,300.907
40,0NJC0FDCODpPUntRTTQq97,Aerosmith,Get A Grip,Cryin',72,308333,False,0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,hard-rock,0.87253659867,0.610731462904,0.384,-3.947,294.847
41,3kfXUGIdBNpyr2gBvU3Guj,Aerosmith,Permanent Vacation,Angel,63,308906,False,0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449,hard-rock,0.87253659867,0.610731462904,0.0,-5.763,335.333
42,4lbhQdbiTpNP7GowZG8KsM,Firehouse,Firehouse,Don't Treat Me Bad,57,235360,False,0.616,0.807,8,-11.4,1,0.0348,0.000303,2.37e-05,0.193,0.637,111.054,hard-rock,0.651039380171,0.43497603179,1.048,-7.178,245.806
43,4avSaixVwu8uqfSs7zgoj3,Aerosmith,Get A Grip,Livin' On The Edge,62,380893,False,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,hard-rock,0.87253659867,0.610731462904,0.0,-5.746,324.075
44,0W7AbEauB7cP4pidLclApe,Temple Of The Dog,Temple Of The Dog,Hunger Strike,69,246266,False,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47e-06,0.0916,0.298,137.789,hard-rock,0.630308846108,0.48894420136,1.193,-10.847,230.824
45,3BXuqFGGL3eL58JlRshXh7,G-Unit,Runtastic - Power Workout (Vol. 1),Poppin' Them Thangs,37,240773,True,0.768,0.753,6,-3.316,0,0.195,0.24,0.0,0.063,0.935,88.022,hardcore,0.845373303812,0.534429713657,0.241,-1.622,235.166
46,50UkypyQJbSQLaXHke5Yep,Juelz Santana,What The Game's Been Missing!,There It Go (The Whistle Song),61,180493,True,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,hardcore,0.822843254772,0.531436736543,0.101,-7.468,178.503
47,1RjU7UhRICmdFPKxCucLgq,Mobb Deep,Hell On Earth,Hell on Earth (Front Lines),66,274093,True,0.875,0.658,0,-3.641,1,0.359,0.275,0.0,0.122,0.661,92.038,hardcore,0.772272160928,0.500119335075,0.38,-3.414,269.897
48,4G3dZN9o3o2X4VKwt4CLts,The Pharcyde,Bizarre Ride II The Pharcyde,Passin' Me By,70,303493,False,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,hardcore,0.756063870843,0.491468881637,0.067,-6.125,299.892
49,2tZtzQUgPsHIYbNesKUHb6,Faron Young,All Time Greatest Hits,It's Four in the Morning,44,164234,False,0.462,0.277,9,-11.399,1,0.0315,0.749,7.56e-06,0.409,0.388,131.001,honky-tonk,0.590473194252,0.418989674563,0.363,-23.907,156.044
50,5NeCpcy2GsjkpSaYbIxn5q,Carl Smith,The Essential Carl Smith,Loose Talk,12,152586,False,0.743,0.455,2,-10.84,1,0.0369,0.727,0.0,0.26,0.964,113.381,honky-tonk,0.551502069088,0.351717751121,0.0,-26.045,145.775
51,5ULLAuJgn4Of7XhwtWMBh2,Ray Price,Ray Price - 16 Biggest Hits,Make the World Go Away,11,152226,False,0.378,0.268,1,-11.46,1,0.0281,0.866,0.0123,0.175,0.409,68.809,honky-tonk,0.574746865031,0.367368690641,0.0,-12.818,118.457
52,0X1mQOLgkPZ9J5aHiGYwq6,George Jones,Golden Hits (Original Musicor Records Recordings),I Don't Love You Anymore,10,151253,False,0.648,0.299,9,-13.274,1,0.0287,0.769,0.0,0.0536,0.839,130.849,honky-tonk,0.730265183221,0.463673869444,0.0,-11.341,137.932
53,2n3YjUXsWarXRIPagtgkm7,George Jones,Wine Colored Roses,Ol' Frank,9,166493,False,0.554,0.246,5,-15.467,1,0.035,0.566,0.0,0.184,0.317,131.509,honky-tonk,0.730265183221,0.463673869444,2.31,-15.467,163.538
54,7CM5a0XznEAMCn5x88hMOV,Nine Inch Nails,Live: And All That Could Have Been,The Frail,26,101706,False,0.294,0.0513,7,-16.196,0,0.0363,0.871,0.942,0.32,0.0989,75.002,industrial,0.905776888666,0.598458500982,0.0,-16.968,159.637
55,6p3bKeWV0qipS7IJiiybZP,Zeromancer,Eurotrash,Send Me an Angel,26,237960,False,0.595,0.67,2,-6.146,0,0.0362,3.73e-05,0.0213,0.243,0.238,130.03,industrial,0.644519691787,0.405618981981,0.223,-5.832,221.414
56,6CmXuuXstpcQeLL007qdti,Tones On Tail,Everything!,Burning Skies,22,387106,False,0.379,0.505,2,-11.048,0,0.0325,0.00224,0.618,0.203,0.353,95.09,industrial,0.588667486571,0.385515114251,0.421,-11.705,356.2
57,6Mhmo7rJ4DN4k6cZ4fUqoq,Tony Matterhorn,Jamaican Style,Dutty Wine,19,51933,False,0.714,0.891,7,-8.2,1,0.343,0.0992,0.0,0.276,0.846,119.985,j-dance,0.663955260227,0.429272534163,0.171,-5.953,178.759
58,6MZ5ce7eKIaLmuAbhnj38A,Dora The Explorer,Dora The Explorer,Mary Had A Little Lamb,17,30960,False,0.754,0.408,9,-6.456,1,0.0446,0.668,0.0,0.172,0.799,76.269,kids,0.514414554202,0.413757657252,0.0,-3.215,167.079
59,70eG6Bo4kffGCXfqhaXIdj,Dora The Explorer,Dora The Explorer,Boots The Monkey!,16,38226,False,0.512,0.537,2,-7.198,1,0.107,0.76,0.954,0.0982,0.86,114.378,kids,0.514414554202,0.413757657252,2.154,-8.52,37.094
60,47Y7lrGmsWbx8uEtQWsvjM,Dora The Explorer,Dora The Explorer,ABC (The Alphabet Song),27,30186,False,0.794,0.16,2,-6.697,1,0.0521,0.839,0.0,0.176,0.802,107.881,kids,0.514414554202,0.413757657252,2.357,-8.431,32.182
61,7pEXRliRn0FRDLwc7Kwyid,Dora The Explorer,Dora The Explorer,Fairytale Land,14,63840,False,0.62,0.871,0,-3.595,1,0.0498,0.616,0.000255,0.18,0.94,119.663,kids,0.514414554202,0.413757657252,2.723,-4.367,61.997
62,115m9noWvCVfxulBtqm30X,Dora The Explorer,Dora The Explorer,Tenemos Amigos,14,57946,False,0.667,0.723,6,-4.998,0,0.135,0.187,6.64e-06,0.556,0.962,189.918,kids,0.514414554202,0.413757657252,2.467,-6.167,56.779
63,4MloswMM3eu7dHZ7MOzW3i,Enrique Iglesias,Insomniac (New International Version Spanish),Do You Know? (The Ping Pong Song),55,218053,False,0.755,0.765,8,-4.328,1,0.0486,0.0503,0.0,0.0326,0.691,114.993,latin,0.8494467361,0.794248176914,0.357,-5.01,214.518
64,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76,238733,False,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,metal,0.840432466617,0.608849018571,0.194,-6.348,223.736
65,4gZ0cdB30vF7gVsWlnMjHi,Whitesnake,Timeless Rock Hits,Fool for Your Loving,1,258146,False,0.586,0.906,0,-8.235,1,0.0564,0.000837,0.019,0.0958,0.748,122.133,metal,0.82243282937,0.531303318565,3.199,-7.356,240.054
66,5BK5IvPzmTZBGsCnYRjSue,Nickelback,Photograph,We Will Rock You,47,119786,False,0.577,0.905,4,-5.018,0,0.114,0.0404,0.0,0.0685,0.288,80.98,metal,0.847451713218,0.779968004597,0.085,-5.535,113.766
67,4Gd9PUEuOTOJtbgd4YxLXM,Nickelback,All the Right Reasons,Savin' Me,70,219320,False,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,metal,0.847451713218,0.779968004597,0.0,-4.278,207.163
68,0ZLBD6hHGN9LYOtNlu2n8e,Bon Jovi,These Days,This Ain't A Love Song,64,306240,False,0.348,0.635,4,-6.836,1,0.0386,0.0932,0.0,0.126,0.144,87.974,metal,0.839297677568,0.71889145567,2.09,-7.984,420.705
69,3ep9xmBBCpieRlWuIEc4xy,Winds of Plague,Decimate the Weak,Origins and Endings,26,270213,False,0.297,0.929,9,-3.547,0,0.0844,1.7e-05,0.367,0.0751,0.252,124.959,metalcore,0.772958317107,0.46451800505,6.177,-3.225,265.747
70,4IoYz8XqqdowINzfRrFnhi,The Fray,The Fray,You Found Me,74,241853,False,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,piano,0.852699664161,0.661349364282,0.0,-6.093,226.209
71,3wfujdbamR3Z46F4xav7LM,The Cars,Heartbeat City,Drive,67,234493,False,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,power-pop,0.789098031506,0.537002043152,0.133,-5.811,224.067
72,7IuwYm9J6tMw6emT5ocVLZ,Nerf Herder,How To Meet Girls,Pantera Fans In Love,22,200040,False,0.219,0.862,7,-6.25,1,0.0411,0.00159,0.0,0.182,0.761,199.583,power-pop,0.640151544466,0.442992869385,0.33,-6.357,187.548
73,4OFtgK51IxIdZvhcGqCNrL,Dinosaur Jr.,Beyond,Been There All The Time,23,220666,False,0.177,0.969,9,-3.2,1,0.194,0.00219,1.53e-06,0.0624,0.268,162.365,power-pop,0.749796959401,0.551552455156,0.136,-3.868,212.579
74,2do5cya7VhSK0lZ8k5WGjO,Jason & The Scorchers,Fervor / Lost & Found,If Money Talks,21,155093,False,0.299,0.985,7,-3.008,1,0.103,0.0168,0.000204,0.339,0.349,175.934,power-pop,0.50051025636,0.414783863092,0.131,-3.471,151.615
75,7FIdJstlFStpFTmNd0Q42b,Small Faces,Small Faces,What'Cha Gonna Do About It,34,116933,False,0.672,0.733,9,-7.033,1,0.0934,0.151,0.0,0.0543,0.668,76.376,psych-rock,0.582238343665,0.449052575154,6.763,-5.84,122.746
76,341b9JIDHZ3oaMVNwS0OsA,The Velvet Underground,VU,Stephanie Says,55,169053,False,0.558,0.204,0,-20.49,1,0.0333,0.851,0.000709,0.129,0.554,112.531,psych-rock,0.750621598164,0.498497972686,0.256,-15.591,162.482
77,3AZ5XoHdiFpiKMky6M1Gt9,Silverchair,Frogstomp (Deluxe Edition) [Remastered],Suicidal Dream,57,192783,False,0.465,0.708,11,-6.299,0,0.0327,0.0286,1.34e-05,0.108,0.388,97.532,psych-rock,0.767768809032,0.536219992815,0.189,-7.711,191.947
78,0xGSeBsG4V8Scc5YqpZQ66,Janis Joplin,I Got Dem Ol' Kozmic Blues Again Mama!,Maybe,58,219133,False,0.4,0.35,8,-11.401,1,0.0345,0.227,0.0397,0.103,0.328,83.389,psych-rock,0.829603740082,0.559925868569,0.0,-12.494,238.092
79,7fLTytvnvxy653VWxflTRf,Faces,A Nod Is as Good as a Wink... to a Blind Horse,Stay with Me,66,279360,False,0.458,0.869,9,-8.381,1,0.032,0.0969,0.0596,0.357,0.813,91.39,psych-rock,0.625762202039,0.449493482722,0.271,-8.026,269.276
80,4DmBVImaIhE3RyNvbtZTTz,Jimi Hendrix,"People, Hell & Angels",Hear My Train a Comin',52,341800,False,0.371,0.634,10,-7.648,0,0.0277,0.146,0.011,0.104,0.568,84.977,psych-rock,0.840963900935,0.587869152218,0.0,-8.239,446.74
81,2NtS0rZ8MdnsJbLNRME6pg,Charly García,Rock And Roll Yo,Asesíname,43,223173,False,0.491,0.674,2,-7.691,1,0.0265,0.0264,0.0312,0.451,0.342,93.085,punk,0.620027189185,0.440370730666,0.0,-7.383,223.059
82,2vtGCoqTS1yUfxq9YxKyKq,Boyz II Men,Hits Pop Rock 90's,Motownphilly,1,238266,False,0.752,0.92,2,-6.111,1,0.0649,0.0148,2.03e-05,0.116,0.744,114.16,r-n-b,0.790922847956,0.601184941794,0.113,-7.943,235.259
83,75FYqcxt1YEAtqDLrOeIJn,Bob Marley & The Wailers,Exodus,Three Little Birds,78,180266,False,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,reggae,0.780264380801,0.570106511951,1.071,-8.959,308.117
84,4vfzROmNsxedKICcHod5Rh,Ini Kamoze,On Your 90's Radio,Here Comes the Hotstepper,58,244813,False,0.852,0.537,7,-7.424,1,0.114,0.0328,0.000248,0.229,0.483,100.369,reggae,0.621825361751,0.434930157918,0.491,-3.695,240.309
85,3aJJgr1X9wdxZpORCwIsCq,The Chiffons,The Best Of The Chiffons,One Fine Day,29,129333,False,0.457,0.602,6,-7.771,1,0.0346,0.49,0.0,0.499,0.904,89.271,rock-n-roll,0.599536501545,0.398349517122,0.131,-8.23,119.298
86,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,rock,0.844085061395,0.71366981958,0.0,-3.891,445.178
87,34ldTowcv56E2DqtSaYBjP,The Killers,OO's Music Grandi Successi,When You Were Young,5,220413,False,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,rock,0.918451788889,0.819588282229,0.0,-7.477,250.746
88,5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Eyes Open,Chasing Cars,80,267960,False,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,rock,0.818319359139,0.667294595643,1.332,-6.621,261.265
89,25IiJu0DjOqsnQXgNHWp5i,The Shirelles,Remember When,Will You Love Me Tomorrow,64,160864,False,0.527,0.308,0,-11.809,1,0.0284,0.551,4.25e-05,0.0921,0.514,136.297,rockabilly,0.662298709656,0.379137555625,0.229,-9.79,155.527
90,03DgLHhA7HCUB8aBTNqOwX,Bersuit Vergarabat,Triste Hora,Sencillamente,3,307306,False,0.742,0.613,6,-7.3,0,0.027,0.329,0.000899,0.115,0.966,136.009,ska,0.615504102642,0.439836358888,0.288,-7.769,295.753
91,07EmSBY7syIism45UtBPZa,Sumo,Fiebre,Pinini Reggae,40,215280,False,0.853,0.475,8,-11.592,0,0.122,0.0163,1.4e-06,0.0998,0.962,101.811,ska,0.594047504025,0.471362049887,0.119,-5.945,211.569
92,0uz60pFveWnDYVPeRm3qb7,Bersuit Vergarabat,Libertinaje,De Onda,35,181240,False,0.648,0.521,4,-7.271,0,0.0566,0.0814,0.0,0.555,0.591,121.944,ska,0.615504102642,0.439836358888,0.085,-7.301,178.033
93,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,80,228706,False,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,soul,0.93391610637,0.778673579184,2.31,-8.414,212.643
94,7Lgarpf1OqaXsUTjKZ34mK,Estopa,Estopa,Me Falta el Aliento,57,218173,False,0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,spanish,0.62682132694,0.388752603404,0.0,-4.872,220.532
95,4cOdK2wGLETKBW3PvgPWqT,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,80,213573,False,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,synth-pop,0.754917645451,0.507464243115,0.139,-7.75,198.536
96,2JvPJ8ydPuN2NhpH4oti6I,Wang Chung,Points On The Curve,Dance Hall Days,68,240800,False,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,synth-pop,0.606611263628,0.441366585343,0.27,-12.455,228.49
97,4RkKf3UBRxF2kn2Vh0ww8l,Thomas Dolby,The Golden Age of Wireless,She Blinded Me With Science,14,221266,False,0.799,0.755,9,-11.538,1,0.0419,0.108,0.169,0.0661,0.975,128.695,synth-pop,0.641354080934,0.384230562973,0.386,-10.826,215.975
98,79CUrU5o2KAVDTNm4x3eGU,The Prodigy,The Fat of the Land,Firestarter,64,279800,False,0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,techno,0.638614022451,0.601436482837,0.0,-6.504,225.097
99,1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Into The Wild (Music For The Motion Picture),Rise,60,156453,False,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,acoustic,0.450743177522,0.331214989792,3.1,-6.398,287.852
100,4zUU0VOduQFLb5iQhmaNDD,Behemoth,The Apostasy,Chant for Ezkaton 2000 E. V.,46,310226,True,0.505,0.989,3,-6.861,1,0.0859,7.45e-05,0.345,0.698,0.0536,90.038,black-metal,0.842193350021,0.550422824859,0.0,-4.146,303.659
101,7dwfKBpapPPIVXwszKEePy,Winds of Plague,The Great Stone War,Soldiers of Doomsday,19,246506,False,0.477,0.988,2,-3.628,1,0.185,9.46e-06,0.0813,0.258,0.216,140.054,black-metal,0.772958317107,0.46451800505,0.264,-3.263,239.102
102,0LTHSDNYGLT7ip4r0l4tFJ,Chris Rea,Holly Jolly Christmas,Driving Home for Christmas - 2019 Remaster,1,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,blues,0.643182772912,0.500691340913,0.549,-8.531,230.342
103,157A88FBT59qbU42f4lPXQ,Orbital,Snivilization,Are We Here?,19,933640,False,0.673,0.609,0,-10.474,1,0.0388,0.00501,0.351,0.358,0.315,142.99,breakbeat,0.693009203581,0.498668874796,0.0,-10.328,930.807
